can_id,log_time,fill_level,fill_rate,hours_since_empty,hour_of_day,battery_level,needs_collection
2,2026-04-08 13:51:31.965220,71.82,2.38,39.0,13,73.99,1
2,2026-04-08 14:51:31.965220,75.53,3.4333,40.0,14,73.94,1
2,2026-04-08 15:51:31.965220,76.38,2.69,41.0,15,73.92,1
2,2026-04-08 16:51:31.965220,77.2,1.7933,42.0,16,73.9,0
2,2026-04-08 17:51:31.965220,79.48,1.3167,43.0,17,73.86,0
2,2026-04-08 18:51:31.965220,83.05,2.2233,44.0,18,73.84,0
2,2026-04-08 19:51:31.965220,6.86,-23.4467,45.0,19,73.83,0
2,2026-04-08 20:51:31.965220,7.46,-24.0067,1.0,20,73.8,0
2,2026-04-08 21:51:31.965220,8.1,-24.9833,2.0,21,73.79,0
2,2026-04-08 22:51:31.965220,9.37,0.8367,3.0,22,73.76,0
2,2026-04-08 23:51:31.965220,10.09,0.8767,4.0,23,73.73,0
2,2026-04-09 00:51:31.965220,10.4,0.7667,5.0,0,73.69,0
2,2026-04-09 01:51:31.965220,10.75,0.46,6.0,1,73.68,0
2,2026-04-09 02:51:31.965220,10.77,0.2267,7.0,2,73.67,0
2,2026-04-09 03:51:31.965220,10.82,0.14,8.0,3,73.64,0
2,2026-04-09 04:51:31.965220,11.13,0.1267,9.0,4,73.62,0
2,2026-04-09 05:51:31.965220,11.34,0.19,10.0,5,73.6,0
2,2026-04-09 06:51:31.965220,13.11,0.7633,11.0,6,73.58,0
2,2026-04-09 07:51:31.965220,13.78,0.8833,12.0,7,73.56,0
2,2026-04-09 08:51:31.965220,16.15,1.6033,13.0,8,73.53,0
2,2026-04-09 09:51:31.965220,19.78,2.2233,14.0,9,73.48,0
2,2026-04-09 10:51:31.965220,24.38,3.5333,15.0,10,73.47,0
2,2026-04-09 11:51:31.965220,24.99,2.9467,16.0,11,73.45,0
2,2026-04-09 12:51:31.965220,27.21,2.4767,17.0,12,73.42,0
2,2026-04-09 13:51:31.965220,31.34,2.32,18.0,13,73.4,0
2,2026-04-09 14:51:31.965220,33.88,2.9633,19.0,14,73.37,0
2,2026-04-09 15:51:31.965220,35.21,2.6667,20.0,15,73.34,0
2,2026-04-09 16:51:31.965220,36.82,1.8267,21.0,16,73.32,0
2,2026-04-09 17:51:31.965220,40.13,2.0833,22.0,17,73.27,0
2,2026-04-09 18:51:31.965220,43.43,2.74,23.0,18,73.25,0
2,2026-04-09 19:51:31.965220,45.72,2.9667,24.0,19,73.24,0
2,2026-04-09 20:51:31.965220,46.32,2.0633,25.0,20,73.19,0
2,2026-04-09 21:51:31.965220,48.26,1.61,26.0,21,73.15,0
2,2026-04-09 22:51:31.965220,49.41,1.23,27.0,22,73.12,0
2,2026-04-09 23:51:31.965220,50.48,1.3867,28.0,23,73.09,0
2,2026-04-10 00:51:31.965220,50.54,0.76,29.0,0,73.07,0
2,2026-04-10 01:51:31.965220,50.71,0.4333,30.0,1,73.05,0
2,2026-04-10 02:51:31.965220,50.72,0.08,31.0,2,73.02,0
2,2026-04-10 03:51:31.965220,50.84,0.1,32.0,3,72.97,0
2,2026-04-10 04:51:31.965220,51.1,0.13,33.0,4,72.94,0
2,2026-04-10 05:51:31.965220,51.12,0.1333,34.0,5,72.92,0
2,2026-04-10 06:51:31.965220,52.06,0.4067,35.0,6,72.91,0
2,2026-04-10 07:51:31.965220,53.01,0.6367,36.0,7,72.86,0
2,2026-04-10 08:51:31.965220,55.62,1.5,37.0,8,72.82,0
2,2026-04-10 09:51:31.965220,57.81,1.9167,38.0,9,72.8,0
2,2026-04-10 10:51:31.965220,60.89,2.6267,39.0,10,72.76,0
2,2026-04-10 11:51:31.965220,62.76,2.38,40.0,11,72.74,0
2,2026-04-10 12:51:31.965220,65.55,2.58,41.0,12,72.7,0
2,2026-04-10 13:51:31.965220,68.26,2.4567,42.0,13,72.67,0
2,2026-04-10 14:51:31.965220,71.91,3.05,43.0,14,72.63,1
2,2026-04-10 15:51:31.965220,73.73,2.7267,44.0,15,72.61,0
2,2026-04-10 16:51:31.965220,75.39,2.3767,45.0,16,72.58,0
2,2026-04-10 17:51:31.965220,77.99,2.0267,46.0,17,72.55,0
2,2026-04-10 18:51:31.965220,80.03,2.1,47.0,18,72.51,0
2,2026-04-10 19:51:31.965220,11.65,-21.2467,48.0,19,72.48,0
2,2026-04-10 20:51:31.965220,13.0,-21.6633,1.0,20,72.44,0
2,2026-04-10 21:51:31.965220,14.28,-21.9167,2.0,21,72.4,0
2,2026-04-10 22:51:31.965220,15.22,1.19,3.0,22,72.36,0
2,2026-04-10 23:51:31.965220,17.09,1.3633,4.0,23,72.33,0
2,2026-04-11 00:51:31.965220,17.37,1.03,5.0,0,72.29,0
2,2026-04-11 01:51:31.965220,17.58,0.7867,6.0,1,72.25,0
2,2026-04-11 02:51:31.965220,17.85,0.2533,7.0,2,72.22,0
2,2026-04-11 03:51:31.965220,18.17,0.2667,8.0,3,72.21,0
2,2026-04-11 04:51:31.965220,18.53,0.3167,9.0,4,72.17,0
2,2026-04-11 05:51:31.965220,18.74,0.2967,10.0,5,72.15,0
2,2026-04-11 06:51:31.965220,19.75,0.5267,11.0,6,72.11,0
2,2026-04-11 07:51:31.965220,21.27,0.9133,12.0,7,72.08,0
2,2026-04-11 08:51:31.965220,25.82,2.36,13.0,8,72.06,0
2,2026-04-11 09:51:31.965220,27.97,2.74,14.0,9,72.05,0
2,2026-04-11 10:51:31.965220,30.73,3.1533,15.0,10,72.01,0
2,2026-04-11 11:51:31.965220,32.6,2.26,16.0,11,71.99,0
2,2026-04-11 12:51:31.965220,34.66,2.23,17.0,12,71.96,0
2,2026-04-11 13:51:31.965220,38.37,2.5467,18.0,13,71.93,0
2,2026-04-11 14:51:31.965220,41.35,2.9167,19.0,14,71.89,0
2,2026-04-11 15:51:31.965220,42.52,2.62,20.0,15,71.88,0
2,2026-04-11 16:51:31.965220,43.43,1.6867,21.0,16,71.86,0
2,2026-04-11 17:51:31.965220,47.22,1.9567,22.0,17,71.82,0
2,2026-04-11 18:51:31.965220,51.79,3.09,23.0,18,71.77,0
2,2026-04-11 19:51:31.965220,55.07,3.88,24.0,19,71.73,0
2,2026-04-11 20:51:31.965220,55.96,2.9133,25.0,20,71.71,0
2,2026-04-11 21:51:31.965220,57.94,2.05,26.0,21,71.69,0
2,2026-04-11 22:51:31.965220,59.69,1.54,27.0,22,71.67,0
2,2026-04-11 23:51:31.965220,60.74,1.5933,28.0,23,71.62,0
2,2026-04-12 00:51:31.965220,60.86,0.9733,29.0,0,71.59,0
2,2026-04-12 01:51:31.965220,60.94,0.4167,30.0,1,71.56,0
2,2026-04-12 02:51:31.965220,61.03,0.0967,31.0,2,71.54,0
2,2026-04-12 03:51:31.965220,61.07,0.07,32.0,3,71.52,0
2,2026-04-12 04:51:31.965220,61.34,0.1333,33.0,4,71.5,0
2,2026-04-12 05:51:31.965220,61.38,0.1167,34.0,5,71.49,0
2,2026-04-12 06:51:31.965220,61.9,0.2767,35.0,6,71.47,0
2,2026-04-12 07:51:31.965220,62.83,0.4967,36.0,7,71.43,0
2,2026-04-12 08:51:31.965220,65.39,1.3367,37.0,8,71.38,0
2,2026-04-12 09:51:31.965220,69.5,2.5333,38.0,9,71.34,1
2,2026-04-12 10:51:31.965220,72.5,3.2233,39.0,10,71.32,1
2,2026-04-12 11:51:31.965220,73.42,2.6767,40.0,11,71.27,1
2,2026-04-12 12:51:31.965220,77.77,2.7567,41.0,12,71.26,1
2,2026-04-12 13:51:31.965220,80.83,2.7767,42.0,13,71.23,1
2,2026-04-12 14:51:31.965220,13.85,-19.8567,43.0,14,71.2,0
2,2026-04-12 15:51:31.965220,15.39,-20.7933,1.0,15,71.16,0
2,2026-04-12 16:51:31.965220,17.15,-21.2267,2.0,16,71.12,0
2,2026-04-12 17:51:31.965220,19.65,1.9333,3.0,17,71.08,0
2,2026-04-12 18:51:31.965220,21.81,2.14,4.0,18,71.06,0
2,2026-04-12 19:51:31.965220,25.17,2.6733,5.0,19,71.05,0
2,2026-04-12 20:51:31.965220,25.78,2.0433,6.0,20,71.02,0
2,2026-04-12 21:51:31.965220,27.11,1.7667,7.0,21,71.0,0
2,2026-04-12 22:51:31.965220,27.89,0.9067,8.0,22,70.97,0
2,2026-04-12 23:51:31.965220,29.22,1.1467,9.0,23,70.93,0
2,2026-04-13 00:51:31.965220,29.35,0.7467,10.0,0,70.89,0
2,2026-04-13 01:51:31.965220,29.75,0.62,11.0,1,70.88,0
2,2026-04-13 02:51:31.965220,29.82,0.2,12.0,2,70.85,0
2,2026-04-13 03:51:31.965220,30.03,0.2267,13.0,3,70.8,0
2,2026-04-13 04:51:31.965220,30.39,0.2133,14.0,4,70.78,0
2,2026-04-13 05:51:31.965220,30.68,0.2867,15.0,5,70.74,0
2,2026-04-13 06:51:31.965220,31.48,0.4833,16.0,6,70.72,0
2,2026-04-13 07:51:31.965220,33.18,0.93,17.0,7,70.68,0
2,2026-04-13 08:51:31.965220,37.84,2.3867,18.0,8,70.65,0
2,2026-04-13 09:51:31.965220,40.19,2.9033,19.0,9,70.62,0
2,2026-04-13 10:51:31.965220,43.95,3.59,20.0,10,70.57,0
2,2026-04-13 11:51:31.965220,45.75,2.6367,21.0,11,70.52,0
2,2026-04-13 12:51:31.965220,48.91,2.9067,22.0,12,70.48,0
2,2026-04-13 13:51:31.965220,51.85,2.6333,23.0,13,70.44,0
2,2026-04-13 14:51:31.965220,55.59,3.28,24.0,14,70.41,0
2,2026-04-13 15:51:31.965220,56.94,2.6767,25.0,15,70.4,0
2,2026-04-13 16:51:31.965220,57.91,2.02,26.0,16,70.38,0
2,2026-04-13 17:51:31.965220,60.66,1.69,27.0,17,70.37,0
2,2026-04-13 18:51:31.965220,63.79,2.2833,28.0,18,70.32,0
2,2026-04-13 19:51:31.965220,67.72,3.27,29.0,19,70.29,0
2,2026-04-13 20:51:31.965220,69.31,2.8833,30.0,20,70.25,0
2,2026-04-13 21:51:31.965220,70.4,2.2033,31.0,21,70.23,0
2,2026-04-13 22:51:31.965220,71.05,1.11,32.0,22,70.22,0
2,2026-04-13 23:51:31.965220,72.35,1.0133,33.0,23,70.17,0
2,2026-04-14 00:51:31.965220,72.5,0.7,34.0,0,70.15,1
2,2026-04-14 01:51:31.965220,72.72,0.5567,35.0,1,70.13,1
2,2026-04-14 02:51:31.965220,72.78,0.1433,36.0,2,70.1,0
2,2026-04-14 03:51:31.965220,72.86,0.12,37.0,3,70.06,0
2,2026-04-14 04:51:31.965220,72.88,0.0533,38.0,4,70.03,0
2,2026-04-14 05:51:31.965220,73.25,0.1567,39.0,5,69.99,0
2,2026-04-14 06:51:31.965220,74.91,0.6833,40.0,6,69.95,1
2,2026-04-14 07:51:31.965220,76.9,1.34,41.0,7,69.91,1
2,2026-04-14 08:51:31.965220,81.0,2.5833,42.0,8,69.89,1
2,2026-04-14 09:51:31.965220,8.48,-22.1433,43.0,9,69.84,0
2,2026-04-14 10:51:31.965220,11.44,-21.82,1.0,10,69.81,0
2,2026-04-14 11:51:31.965220,13.31,-22.5633,2.0,11,69.79,0
2,2026-04-14 12:51:31.965220,17.12,2.88,3.0,12,69.77,0
2,2026-04-14 13:51:31.965220,19.15,2.57,4.0,13,69.74,0
2,2026-04-14 14:51:31.965220,21.91,2.8667,5.0,14,69.69,0
2,2026-04-14 15:51:31.965220,23.63,2.17,6.0,15,69.67,0
2,2026-04-14 16:51:31.965220,24.46,1.77,7.0,16,69.65,0
2,2026-04-14 17:51:31.965220,29.28,2.4567,8.0,17,69.63,0
2,2026-04-14 18:51:31.965220,32.1,2.8233,9.0,18,69.58,0
2,2026-04-14 19:51:31.965220,36.85,4.13,10.0,19,69.56,0
2,2026-04-14 20:51:31.965220,38.83,3.1833,11.0,20,69.52,0
2,2026-04-14 21:51:31.965220,39.82,2.5733,12.0,21,69.49,0
2,2026-04-14 22:51:31.965220,41.3,1.4833,13.0,22,69.46,0
2,2026-04-14 23:51:31.965220,41.81,0.9933,14.0,23,69.43,0
2,2026-04-15 00:51:31.965220,41.86,0.68,15.0,0,69.38,0
2,2026-04-15 01:51:31.965220,42.17,0.29,16.0,1,69.37,0
2,2026-04-15 02:51:31.965220,42.27,0.1533,17.0,2,69.35,0
2,2026-04-15 03:51:31.965220,42.68,0.2733,18.0,3,69.34,0
2,2026-04-15 04:51:31.965220,43.02,0.2833,19.0,4,69.32,0
2,2026-04-15 05:51:31.965220,43.1,0.2767,20.0,5,69.28,0
2,2026-04-15 06:51:31.965220,43.95,0.4233,21.0,6,69.24,0
2,2026-04-15 07:51:31.965220,45.45,0.81,22.0,7,69.21,0
2,2026-04-15 08:51:31.965220,49.2,2.0333,23.0,8,69.16,0
2,2026-04-15 09:51:31.965220,53.44,3.1633,24.0,9,69.12,0
2,2026-04-15 10:51:31.965220,56.48,3.6767,25.0,10,69.09,1
2,2026-04-15 11:51:31.965220,57.78,2.86,26.0,11,69.07,0
2,2026-04-15 12:51:31.965220,60.51,2.3567,27.0,12,69.04,0
2,2026-04-15 13:51:31.965220,62.62,2.0467,28.0,13,69.02,0
2,2026-04-15 14:51:31.965220,66.93,3.05,29.0,14,68.98,0
2,2026-04-15 15:51:31.965220,67.58,2.3567,30.0,15,68.95,0
2,2026-04-15 16:51:31.965220,69.52,2.3,31.0,16,68.92,0
2,2026-04-15 17:51:31.965220,74.39,2.4867,32.0,17,68.89,0
2,2026-04-15 18:51:31.965220,79.1,3.84,33.0,18,68.87,0
2,2026-04-15 19:51:31.965220,83.69,4.7233,34.0,19,68.85,0
2,2026-04-15 20:51:31.965220,7.36,-22.3433,35.0,20,68.81,0
2,2026-04-15 21:51:31.965220,8.39,-23.57,1.0,21,68.78,0
2,2026-04-15 22:51:31.965220,9.89,-24.6,2.0,22,68.76,0
2,2026-04-15 23:51:31.965220,11.77,1.47,3.0,23,68.73,0
2,2026-04-16 00:51:31.965220,11.94,1.1833,4.0,0,68.68,0
2,2026-04-16 01:51:31.965220,12.43,0.8467,5.0,1,68.64,0
2,2026-04-16 02:51:31.965220,12.7,0.31,6.0,2,68.61,0
2,2026-04-16 03:51:31.965220,12.75,0.27,7.0,3,68.57,0
2,2026-04-16 04:51:31.965220,13.13,0.2333,8.0,4,68.53,0
2,2026-04-16 05:51:31.965220,13.37,0.2233,9.0,5,68.51,0
2,2026-04-16 06:51:31.965220,14.48,0.5767,10.0,6,68.5,0
2,2026-04-16 07:51:31.965220,15.76,0.8767,11.0,7,68.49,0
2,2026-04-16 08:51:31.965220,18.15,1.5933,12.0,8,68.46,0
2,2026-04-16 09:51:31.965220,22.61,2.71,13.0,9,68.44,0
2,2026-04-16 10:51:31.965220,25.55,3.2633,14.0,10,68.39,0
2,2026-04-16 11:51:31.965220,27.03,2.96,15.0,11,68.38,0
2,2026-04-16 12:51:31.965220,30.55,2.6467,16.0,12,68.35,0
2,2026-04-16 13:51:31.965220,32.58,2.3433,17.0,13,68.33,0
2,2026-04-16 14:51:31.965220,35.3,2.7567,18.0,14,68.3,0
2,2026-04-16 15:51:31.965220,36.64,2.03,19.0,15,68.27,0
2,2026-04-16 16:51:31.965220,37.61,1.6767,20.0,16,68.23,0
2,2026-04-16 17:51:31.965220,41.23,1.9767,21.0,17,68.19,0
2,2026-04-16 18:51:31.965220,44.77,2.71,22.0,18,68.17,0
2,2026-04-16 19:51:31.965220,49.33,3.9067,23.0,19,68.13,0
2,2026-04-16 20:51:31.965220,51.11,3.2933,24.0,20,68.08,0
2,2026-04-16 21:51:31.965220,51.74,2.3233,25.0,21,68.05,0
2,2026-04-16 22:51:31.965220,53.57,1.4133,26.0,22,68.01,0
2,2026-04-16 23:51:31.965220,55.21,1.3667,27.0,23,67.97,0
2,2026-04-17 00:51:31.965220,55.35,1.2033,28.0,0,67.94,0
2,2026-04-17 01:51:31.965220,55.51,0.6467,29.0,1,67.89,0
2,2026-04-17 02:51:31.965220,55.62,0.1367,30.0,2,67.88,0
2,2026-04-17 03:51:31.965220,55.85,0.1667,31.0,3,67.86,0
2,2026-04-17 04:51:31.965220,55.91,0.1333,32.0,4,67.84,0
2,2026-04-17 05:51:31.965220,56.29,0.2233,33.0,5,67.8,0
2,2026-04-17 06:51:31.965220,58.19,0.78,34.0,6,67.76,0
2,2026-04-17 07:51:31.965220,59.68,1.2567,35.0,7,67.71,0
2,2026-04-17 08:51:31.965220,64.05,2.5867,36.0,8,67.67,1
2,2026-04-17 09:51:31.965220,68.75,3.52,37.0,9,67.65,1
2,2026-04-17 10:51:31.965220,72.19,4.17,38.0,10,67.63,1
2,2026-04-17 11:51:31.965220,73.07,3.0067,39.0,11,67.61,1
2,2026-04-17 12:51:31.965220,75.47,2.24,40.0,12,67.57,1
2,2026-04-17 13:51:31.965220,77.56,1.79,41.0,13,67.55,1
2,2026-04-17 14:51:31.965220,81.25,2.7267,42.0,14,67.51,1
2,2026-04-17 15:51:31.965220,11.38,-21.3633,43.0,15,67.48,0
2,2026-04-17 16:51:31.965220,12.79,-21.59,1.0,16,67.46,0
2,2026-04-17 17:51:31.965220,15.28,-21.99,2.0,17,67.43,0
2,2026-04-17 18:51:31.965220,18.84,2.4867,3.0,18,67.41,0
2,2026-04-17 19:51:31.965220,23.45,3.5533,4.0,19,67.36,0
2,2026-04-17 20:51:31.965220,24.02,2.9133,5.0,20,67.32,0
2,2026-04-17 21:51:31.965220,25.55,2.2367,6.0,21,67.27,0
2,2026-04-17 22:51:31.965220,27.32,1.29,7.0,22,67.25,0
2,2026-04-17 23:51:31.965220,29.15,1.71,8.0,23,67.21,0
2,2026-04-18 00:51:31.965220,29.43,1.2933,9.0,0,67.16,0
2,2026-04-18 01:51:31.965220,29.64,0.7733,10.0,1,67.15,0
2,2026-04-18 02:51:31.965220,29.99,0.28,11.0,2,67.13,0
2,2026-04-18 03:51:31.965220,30.1,0.2233,12.0,3,67.09,0
2,2026-04-18 04:51:31.965220,30.26,0.2067,13.0,4,67.07,0
2,2026-04-18 05:51:31.965220,30.59,0.2,14.0,5,67.03,0
2,2026-04-18 06:51:31.965220,32.35,0.75,15.0,6,67.01,0
2,2026-04-18 07:51:31.965220,33.72,1.1533,16.0,7,66.96,0
2,2026-04-18 08:51:31.965220,37.05,2.1533,17.0,8,66.93,0
2,2026-04-18 09:51:31.965220,40.02,2.5567,18.0,9,66.92,0
2,2026-04-18 10:51:31.965220,43.56,3.28,19.0,10,66.91,0
2,2026-04-18 11:51:31.965220,44.56,2.5033,20.0,11,66.87,0
2,2026-04-18 12:51:31.965220,47.6,2.5267,21.0,12,66.85,0
2,2026-04-18 13:51:31.965220,52.56,3.0,22.0,13,66.83,0
2,2026-04-18 14:51:31.965220,55.65,3.6967,23.0,14,66.81,0
2,2026-04-18 15:51:31.965220,57.06,3.1533,24.0,15,66.76,0
2,2026-04-18 16:51:31.965220,58.0,1.8133,25.0,16,66.73,0
2,2026-04-18 17:51:31.965220,60.99,1.78,26.0,17,66.7,0
2,2026-04-18 18:51:31.965220,65.15,2.6967,27.0,18,66.69,0
2,2026-04-18 19:51:31.965220,67.16,3.0533,28.0,19,66.65,0
2,2026-04-18 20:51:31.965220,68.37,2.46,29.0,20,66.62,0
2,2026-04-18 21:51:31.965220,69.85,1.5667,30.0,21,66.58,0
2,2026-04-18 22:51:31.965220,70.76,1.2,31.0,22,66.57,0
2,2026-04-18 23:51:31.965220,72.56,1.3967,32.0,23,66.55,0
2,2026-04-19 00:51:31.965220,72.89,1.0133,33.0,0,66.5,1
2,2026-04-19 01:51:31.965220,73.31,0.85,34.0,1,66.49,1
2,2026-04-19 02:51:31.965220,73.35,0.2633,35.0,2,66.48,0
2,2026-04-19 03:51:31.965220,73.51,0.2067,36.0,3,66.45,0
2,2026-04-19 04:51:31.965220,73.72,0.1367,37.0,4,66.41,0
2,2026-04-19 05:51:31.965220,73.8,0.15,38.0,5,66.36,0
2,2026-04-19 06:51:31.965220,74.81,0.4333,39.0,6,66.34,0
2,2026-04-19 07:51:31.965220,75.44,0.5733,40.0,7,66.31,1
2,2026-04-19 08:51:31.965220,77.82,1.34,41.0,8,66.3,1
2,2026-04-19 09:51:31.965220,82.32,2.5033,42.0,9,66.26,1
2,2026-04-19 10:51:31.965220,7.43,-22.67,43.0,10,66.23,0
2,2026-04-19 11:51:31.965220,8.57,-23.0833,1.0,11,66.2,0
2,2026-04-19 12:51:31.965220,11.52,-23.6,2.0,12,66.16,0
2,2026-04-19 13:51:31.965220,14.87,2.48,3.0,13,66.13,0
2,2026-04-19 14:51:31.965220,18.49,3.3067,4.0,14,66.09,0
2,2026-04-19 15:51:31.965220,19.54,2.6733,5.0,15,66.07,0
2,2026-04-19 16:51:31.965220,20.09,1.74,6.0,16,66.04,0
2,2026-04-19 17:51:31.965220,23.27,1.5933,7.0,17,66.02,0
2,2026-04-19 18:51:31.965220,26.84,2.4333,8.0,18,65.98,0
2,2026-04-19 19:51:31.965220,30.47,3.46,9.0,19,65.94,0
2,2026-04-19 20:51:31.965220,32.15,2.96,10.0,20,65.92,0
2,2026-04-19 21:51:31.965220,34.01,2.39,11.0,21,65.88,0
2,2026-04-19 22:51:31.965220,35.23,1.5867,12.0,22,65.86,0
2,2026-04-19 23:51:31.965220,36.48,1.4433,13.0,23,65.83,0
2,2026-04-20 00:51:31.965220,36.88,0.9567,14.0,0,65.79,0
2,2026-04-20 01:51:31.965220,37.06,0.61,15.0,1,65.74,0
2,2026-04-20 02:51:31.965220,37.33,0.2833,16.0,2,65.73,0
2,2026-04-20 03:51:31.965220,37.76,0.2933,17.0,3,65.71,0
2,2026-04-20 04:51:31.965220,38.23,0.39,18.0,4,65.67,0
2,2026-04-20 05:51:31.965220,38.25,0.3067,19.0,5,65.66,0
2,2026-04-20 06:51:31.965220,39.29,0.51,20.0,6,65.62,0
2,2026-04-20 07:51:31.965220,41.1,0.9567,21.0,7,65.58,0
2,2026-04-20 08:51:31.965220,43.69,1.8133,22.0,8,65.53,0
2,2026-04-20 09:51:31.965220,48.53,3.08,23.0,9,65.52,0
2,2026-04-20 10:51:31.965220,51.46,3.4533,24.0,10,65.49,0
2,2026-04-20 11:51:31.965220,52.01,2.7733,25.0,11,65.48,0
2,2026-04-20 12:51:31.965220,56.26,2.5767,26.0,12,65.43,0
2,2026-04-20 13:51:31.965220,61.25,3.2633,27.0,13,65.4,0
2,2026-04-20 14:51:31.965220,66.21,4.7333,28.0,14,65.38,1
2,2026-04-20 15:51:31.965220,67.21,3.65,29.0,15,65.35,0
2,2026-04-20 16:51:31.965220,67.8,2.1833,30.0,16,65.34,0
2,2026-04-20 17:51:31.965220,70.49,1.4267,31.0,17,65.32,0
2,2026-04-20 18:51:31.965220,72.6,1.7967,32.0,18,65.27,0
2,2026-04-20 19:51:31.965220,75.37,2.5233,33.0,19,65.23,0
2,2026-04-20 20:51:31.965220,76.56,2.0233,34.0,20,65.21,0
2,2026-04-20 21:51:31.965220,77.89,1.7633,35.0,21,65.17,0
2,2026-04-20 22:51:31.965220,78.79,1.14,36.0,22,65.15,0
2,2026-04-20 23:51:31.965220,80.57,1.3367,37.0,23,65.1,0
2,2026-04-21 00:51:31.965220,9.04,-22.95,38.0,0,65.07,0
2,2026-04-21 01:51:31.965220,9.23,-23.1867,1.0,1,65.02,0
2,2026-04-21 02:51:31.965220,9.48,-23.6967,2.0,2,64.99,0
2,2026-04-21 03:51:31.965220,9.67,0.21,3.0,3,64.96,0
2,2026-04-21 04:51:31.965220,9.76,0.1767,4.0,4,64.93,0
2,2026-04-21 05:51:31.965220,9.96,0.16,5.0,5,64.91,0
2,2026-04-21 06:51:31.965220,10.56,0.2967,6.0,6,64.88,0
2,2026-04-21 07:51:31.965220,12.09,0.7767,7.0,7,64.87,0
2,2026-04-21 08:51:31.965220,15.99,2.01,8.0,8,64.84,0
2,2026-04-21 09:51:31.965220,20.89,3.4433,9.0,9,64.81,0
2,2026-04-21 10:51:31.965220,23.2,3.7033,10.0,10,64.78,0
2,2026-04-21 11:51:31.965220,24.84,2.95,11.0,11,64.77,0
2,2026-04-21 12:51:31.965220,28.61,2.5733,12.0,12,64.73,0
2,2026-04-21 13:51:31.965220,33.38,3.3933,13.0,13,64.68,0
2,2026-04-21 14:51:31.965220,38.34,4.5,14.0,14,64.67,0
2,2026-04-21 15:51:31.965220,38.96,3.45,15.0,15,64.62,0
2,2026-04-21 16:51:31.965220,40.08,2.2333,16.0,16,64.6,0
2,2026-04-21 17:51:31.965220,43.91,1.8567,17.0,17,64.59,0
2,2026-04-21 18:51:31.965220,47.66,2.9,18.0,18,64.55,0
2,2026-04-21 19:51:31.965220,51.5,3.8067,19.0,19,64.53,0
2,2026-04-21 20:51:31.965220,53.44,3.1767,20.0,20,64.52,0
2,2026-04-21 21:51:31.965220,55.16,2.5,21.0,21,64.49,0
2,2026-04-21 22:51:31.965220,56.63,1.71,22.0,22,64.45,0
2,2026-04-21 23:51:31.965220,57.88,1.48,23.0,23,64.4,0
2,2026-04-22 00:51:31.965220,58.35,1.0633,24.0,0,64.36,0
2,2026-04-22 01:51:31.965220,58.49,0.62,25.0,1,64.32,0
2,2026-04-22 02:51:31.965220,58.64,0.2533,26.0,2,64.28,0
2,2026-04-22 03:51:31.965220,58.66,0.1033,27.0,3,64.27,0
2,2026-04-22 04:51:31.965220,58.73,0.08,28.0,4,64.24,0
2,2026-04-22 05:51:31.965220,59.06,0.14,29.0,5,64.2,0
2,2026-04-22 06:51:31.965220,61.04,0.7933,30.0,6,64.19,0
2,2026-04-22 07:51:31.965220,62.58,1.2833,31.0,7,64.16,0
2,2026-04-22 08:51:31.965220,66.12,2.3533,32.0,8,64.14,1
2,2026-04-22 09:51:31.965220,70.01,2.99,33.0,9,64.11,1
2,2026-04-22 10:51:31.965220,74.17,3.8633,34.0,10,64.08,1
2,2026-04-22 11:51:31.965220,75.11,2.9967,35.0,11,64.05,1
2,2026-04-22 12:51:31.965220,79.23,3.0733,36.0,12,64.01,1
2,2026-04-22 13:51:31.965220,83.31,3.0467,37.0,13,63.96,1
2,2026-04-22 14:51:31.965220,6.71,-22.8,38.0,14,63.95,0
2,2026-04-22 15:51:31.965220,7.58,-23.8833,1.0,15,63.93,0
2,2026-04-22 16:51:31.965220,8.86,-24.8167,2.0,16,63.89,0
2,2026-04-22 17:51:31.965220,13.64,2.31,3.0,17,63.84,0
2,2026-04-22 18:51:31.965220,16.09,2.8367,4.0,18,63.81,0
2,2026-04-22 19:51:31.965220,19.56,3.5667,5.0,19,63.79,0
2,2026-04-22 20:51:31.965220,21.46,2.6067,6.0,20,63.74,0
2,2026-04-22 21:51:31.965220,22.41,2.1067,7.0,21,63.72,0
2,2026-04-22 22:51:31.965220,23.1,1.18,8.0,22,63.71,0
2,2026-04-22 23:51:31.965220,24.32,0.9533,9.0,23,63.67,0
2,2026-04-23 00:51:31.965220,24.74,0.7767,10.0,0,63.66,0
2,2026-04-23 01:51:31.965220,25.2,0.7,11.0,1,63.62,0
2,2026-04-23 02:51:31.965220,25.48,0.3867,12.0,2,63.58,0
2,2026-04-23 03:51:31.965220,25.81,0.3567,13.0,3,63.55,0
2,2026-04-23 04:51:31.965220,26.28,0.36,14.0,4,63.51,0
2,2026-04-23 05:51:31.965220,26.65,0.39,15.0,5,63.47,0
2,2026-04-23 06:51:31.965220,27.75,0.6467,16.0,6,63.44,0
2,2026-04-23 07:51:31.965220,28.49,0.7367,17.0,7,63.41,0
2,2026-04-23 08:51:31.965220,33.43,2.26,18.0,8,63.38,0
2,2026-04-23 09:51:31.965220,36.41,2.8867,19.0,9,63.36,0
2,2026-04-23 10:51:31.965220,39.56,3.69,20.0,10,63.34,0
2,2026-04-23 11:51:31.965220,40.96,2.51,21.0,11,63.32,0
2,2026-04-23 12:51:31.965220,44.53,2.7067,22.0,12,63.3,0
